name,entry_id,spacegroup,ntypes,band_gap,delta_e,stability
PrOsO3,350279,Pm-3m,3,0.0,-0.206293751027252,2.1821005604688186
YbScO3,350381,Pm-3m,3,0.0,-1.91806674052725,1.4507944130000021
DyHgO3,350411,Pm-3m,3,0.0,-1.17699109385384,0.970171326666665
PrSbO3,350311,Pm-3m,3,0.0,-1.39433209602725,1.262391697623396
ThGeO3,350164,Pm-3m,3,0.323,-2.16162166377575,0.978388122500002
NdTmO3,350313,Pm-3m,3,1.895,-3.23927503452725,0.5407978644078084
NpCuO3,350331,Pm-3m,3,0.0,-2.15545911351315,0.40440974600000157
ThAuO3,350363,Pm-3m,3,0.0,-1.77875955677575,0.8571481127290723
CrAuO3,350464,Pm-3m,3,0.0,-0.171027083379105,1.2133253866270588
ReBO3,350508,Pm-3m,3,0.0,-0.466430206527252,1.613637574874998
MnSbO3,350486,Pm-3m,3,0.0,-1.38257342496963,0.472946514153743
NdBeO3,350528,Pm-3m,3,0.0,-2.70914537852725,0.35084267000000224
KThO3,350036,Pm-3m,3,0.0,-1.16244442977575,1.8876431457500003
CaTiO3,350344,Pm-3m,3,1.877,-3.2951089142845,0.07220834499999995
TcWO3,350438,Pm-3m,3,0.0,-1.02231271052725,0.9343042930000061
Pt2O3,350475,Pm-3m,2,0.0,0.430377918472747,1.1262226849999988
RhAuO3,350482,Pm-3m,3,0.0,0.588396668472747,1.306425605729069
NpVO3,350224,Pm-3m,3,0.0,-2.98912023223267,0.17476025049999988
NdReO3,350295,Pm-3m,3,0.0,-0.384188805527252,2.2830165881249993
CrSnO3,350373,Pm-3m,3,0.0,-1.37438916674934,0.7629643030000071
LiPrO3,350485,Pm-3m,3,0.0,-2.14068647502725,0.3635322075000018
LiWO3,675647,Pm-3m,3,0.0,-2.29133776352725,0.12821473618844603
YbRhO3,350491,Pm-3m,3,0.0,-1.80610565352725,0.3291091900000003
ZrSiO3,350535,Pm-3m,3,0.0,-2.05842573052725,1.07384683
HfReO3,350396,Pm-3m,3,0.0,-1.41476939552725,1.4058125662500023
CaCdO3,350576,Pm-3m,3,0.0,-1.28748682352725,0.5763252963333378
TbTaO3,350468,Pm-3m,3,0.0,-1.10766096446059,2.0881881147999968
ErFeO3,350470,Pm-3m,3,0.0,-2.4089026172101,0.39655357533333024
TmInO3,350415,Pm-3m,3,0.0,-1.90778333952725,0.9801638453749999
BaGdO3,350471,Pm-3m,3,0.0,-2.90358840302725,0.1748454007500002
AsRhO3,350544,Pm-3m,3,0.0,-0.341032866527253,0.8530866805163051
PuAgO3,349982,Pm-3m,3,0.0,-1.40649429001591,0.7614748640000035
SmTbO3,350433,Pm-3m,3,1.608,-2.84178459796059,0.7888645342499947
SrOsO3,350444,Pm-3m,3,0.0,-1.90443047552725,0.15599776700000145
EuSbO3,350413,Pm-3m,3,0.0,-1.00715738852725,1.5168982179666666
TbDyO3,350462,Pm-3m,3,1.366,-2.71745657379392,0.9876937175000005
LiAcO3,350525,Pm-3m,3,0.0,-2.24849163702725,0.22319012825000284
YbInO3,350603,Pm-3m,3,0.0,-1.16826750552725,1.225603123500003
NdIrO3,350449,Pm-3m,3,0.0,-1.78371112652725,0.5245547768124992
CeSiO3,350461,Pm-3m,3,0.0,-1.02557763402725,2.2516670777500027
NaTbO3,350507,Pm-3m,3,0.0,-1.87010013863092,0.5083313710955819
TlPtO3,350533,Pm-3m,3,0.0,-0.487573252527253,0.4448780732499997
GaIrO3,350131,Pm-3m,3,0.0,-0.219243612527253,1.3116007840000015
PuAuO3,350274,Pm-3m,3,0.0,-1.52676273051591,0.6067928107290743
NpCdO3,350429,Pm-3m,3,0.0,-2.13944129117575,0.5837100003333351
ThCuO3,350248,Pm-3m,3,0.0,-2.41396941311315,0.46079249500000063
LiPrO3,350480,Pm-3m,3,0.0,-1.67380274502725,0.830415937500002
RbEuO3,350317,Pm-3m,3,0.0,-0.655857383527253,1.3451958779999982
DyRhO3,350523,Pm-3m,3,0.0,-1.85511133686059,0.5709734785
GaSiO3,350672,Pm-3m,3,0.0,-1.88200951552725,0.6768299430000011
PaCuO3,350302,Pm-3m,3,0.847,-2.08118996786465,0.3437983010000001
Mg2VBiO6,12906,Cmcm,4,3.36,-2.43751832338905,0.005884210999995698
BaLuO3,350351,Pm-3m,3,0.0,-1.08996971252725,2.0741838207077827
MoRuO3,350497,Pm-3m,3,0.0,-0.338648035527252,1.3931760957500003
TaAgO3,350505,Pm-3m,3,0.0,0.188468750972747,2.4591208030000034
IrRuO3,350517,Pm-3m,3,0.0,0.0735502484727469,1.1650613709999997
AgRhO3,350554,Pm-3m,3,0.0,-0.360266655027253,0.38993231199999784
HoMoO3,350457,Pm-3m,3,0.0,-1.23640459619392,1.727888167075139
ErSiO3,350459,Pm-3m,3,0.0,-1.43461523252725,1.9721949358750048
TlCuO3,350662,Pm-3m,3,0.0,-0.454861758864652,0.3523075773301276
NpCdO3,350320,Pm-3m,3,0.0,-1.80738676717575,0.915764524333335
AlInO3,350625,Pm-3m,3,0.0,-2.08926739152725,0.46529040512499975
PuTiO3,350051,Pm-3m,3,0.0,-2.03186388127317,1.4059476395
ErPuO3,350169,Pm-3m,3,0.619,-3.01160035251591,0.7531700405000055
VIrO3,350389,Pm-3m,3,0.0,-0.673508066584174,1.1507244623750004
SmThO3,350088,Pm-3m,3,0.0,-2.67520589027575,1.1006191545798973
ZrSnO3,350466,Pm-3m,3,0.0,-1.39924148089749,1.3954171560000053
VRuO3,350498,Pm-3m,3,0.0,-1.04813758658417,0.8422524413750072
SiMoO3,350545,Pm-3m,3,0.0,-1.24290804852725,1.247735367500001
YbZnO3,350676,Pm-3m,3,0.0,-0.794139319527252,1.3927226220000009
AlAuO3,350708,Pm-3m,3,0.0,-0.0849937375272525,1.6881785634999984
TbBeO3,350629,Pm-3m,3,0.0,-2.60785791646059,0.4006451959999997
HoGaO3,350228,Pm-3m,3,0.0,-1.64901667919392,1.3790880016499962
NpMoO3,350122,Pm-3m,3,0.0,-2.42011234117575,0.4536526035000019
CrRhO3,350481,Pm-3m,3,0.0,-0.788938337379104,1.029395436666666
TlIrO3,350504,Pm-3m,3,0.0,0.817470527472747,1.8707133660830482
CeAgO3,350526,Pm-3m,3,0.0,-1.63700928452725,0.3166534030000028
TaCrO3,350529,Pm-3m,3,0.0,-2.4702434313791,0.192815815738816
MnOsO3,350522,Pm-3m,3,0.0,-0.213953869969626,1.3343489399113528
AgPtO3,350583,Pm-3m,3,0.0,-0.104586233027253,0.46586401299999947
SrBeO3,350732,Pm-3m,3,0.0,-1.98737493352725,0.5216755110000022
AgBO3,350744,Pm-3m,3,0.0,-0.349668041027253,1.1045841405491938
ThPaO3,350150,Pm-3m,3,0.0,-2.28541032477575,1.2161252435000023
MnInO3,350332,Pm-3m,3,0.0,-1.00771622396963,0.9329323854228067
HfOsO3,350506,Pm-3m,3,0.0,-1.26158258852725,1.395021703000004
SrZrO3,350473,Pm-3m,3,3.342,-3.44734544352725,0.054186382500000185
TbHgO3,350536,Pm-3m,3,0.0,-1.07472008945384,0.9314256506666689
Ti2O3,350619,Pm-3m,2,0.0,-2.41658252904176,0.7119096279999977
CsSiO3,350582,Pm-3m,3,0.0,0.721916665472747,3.210268809899999
CdInO3,350345,Pm-3m,3,0.0,-0.419209345527253,1.0223737795787908
YPdO3,350414,Pm-3m,3,0.0,-1.14916851052725,1.1329239740115933
DyThO3,350422,Pm-3m,3,0.0,-2.77457905610908,1.05704857956288
TiMoO3,350474,Pm-3m,3,0.0,-1.63790903628451,0.9541853464999928
MoIrO3,350558,Pm-3m,3,0.0,-0.0726857135272525,1.6591384177499997
HfVO3,350539,Pm-3m,3,0.0,-2.52794859158417,0.685365182000004
NdAgO3,350540,Pm-3m,3,0.0,-1.58499284402725,0.4144850655000014
ScCrO3,350575,Pm-3m,3,0.436,-2.48614029837911,0.6604874399999949
OsRuO3,350537,Pm-3m,3,0.0,-0.168462411527253,0.9671913935000003
GdCrO3,350617,Pm-3m,3,1.758,-2.92336176287911,0.261902922
SiAsO3,350735,Pm-3m,3,0.0,-0.716131545527252,1.6100270128464147
InSiO3,350715,Pm-3m,3,0.0,-1.90603388052725,0.5597334110000007
YbErO3,350550,Pm-3m,3,0.0,-2.32965373152725,1.0838345160000027
TbCuO3,350306,Pm-3m,3,0.0,-1.09999971079799,1.1071627604999976
RbCuO3,350563,Pm-3m,3,0.0,-0.404385513864653,0.6384192103444253
TlAgO3,350658,Pm-3m,3,0.0,0.112584385972747,0.7168986160230906
SmInO3,350020,Pm-3m,3,0.0,-1.66120140702725,1.1268207413333398
TbAuO3,350479,Pm-3m,3,0.0,-0.913358724460587,1.0723372475
ScRhO3,350520,Pm-3m,3,0.0,-1.27261916652725,1.0992777547500001
CeNiO3,350419,Pm-3m,3,0.0,-2.26338239031479,0.060955961999999975
TcWO3,350561,Pm-3m,3,0.0,-0.179220236527253,1.777396767000003
HfTaO3,350612,Pm-3m,3,0.0,-1.81407311852725,1.3743101216000044
BeOsO3,350631,Pm-3m,3,0.0,-0.452969051527252,1.430371296000004
TiRuO3,350637,Pm-3m,3,0.0,-1.5188006742845,0.8072572545000041
TbAsO3,350649,Pm-3m,3,0.0,-1.80246011946059,0.7480634008499958
CuPtO3,350630,Pm-3m,3,0.0,0.300103592135348,1.0772380470000003
BeAsO3,350795,Pm-3m,3,0.0,-0.629728748527253,1.3932022299999982
TlGaO3,350760,Pm-3m,3,0.0,-1.09226995752725,0.4274213875000028
NdPaO3,350141,Pm-3m,3,0.0,-1.96810487452725,1.2813087477500011
BaHfO3,350195,Pm-3m,3,0.0,-0.282014740527253,3.342944991999997
AcSmO3,350430,Pm-3m,3,2.345,-3.15995163052725,0.48044582512500034
HoBiO3,350477,Pm-3m,3,0.0,-1.48929495919392,1.1847867443749949
ErScO3,350501,Pm-3m,3,2.751,-3.26906550452725,0.5859877549049863
ErBO3,350579,Pm-3m,3,0.0,-0.510055493527253,2.895778938666667
CrRuO3,350543,Pm-3m,3,0.0,-0.790578613379104,1.0230643542500042
HgRuO3,350589,Pm-3m,3,0.0,-0.643489716520506,0.3015836296666692
BaScO3,350569,Pm-3m,3,0.0,-3.04315356452725,0.0683229130000016
HoVO3,350599,Pm-3m,3,0.0,-2.83647585125084,0.43923721849999975
SrAcO3,350488,Pm-3m,3,0.0,-2.24671982702725,0.7935692285000013
ScWO3,350600,Pm-3m,3,0.0,-1.23646349052725,1.6741793358813282
CaTbO3,350601,Pm-3m,3,0.0,-2.54134389046059,0.5619381956249976
YbPrO3,350598,Pm-3m,3,0.0,-2.58358696702725,0.6756976640000016
TbAuO3,350578,Pm-3m,3,0.0,-1.18876744846059,0.796928523499997
SiNiO3,350711,Pm-3m,3,0.0,-0.369775405814789,1.9940135947499957
YbTmO3,350463,Pm-3m,3,0.0,-2.29881497152725,1.1322737227500022
RbLuO3,350281,Pm-3m,3,0.0,-0.348728450527253,2.2007155624999966
DyErO3,350530,Pm-3m,3,1.129,-2.84403772286059,1.029300758874995
RePdO3,350557,Pm-3m,3,0.0,-0.958289510527251,0.5654872110000019
DyNbO3,350568,Pm-3m,3,0.0,-1.53661094686059,1.6778650527108518
ThBiO3,350182,Pm-3m,3,0.0,-2.29863390177575,0.7348567475865746
BaAuO3,350741,Pm-3m,3,0.0,-1.29043019552725,0.24366855500000417
NaCdO3,350801,Pm-3m,3,0.0,-0.445403305697582,0.6924292143333334
PmInO3,350193,Pm-3m,3,0.0,-1.63777292002725,1.1386582029999999
CeMnO3,350496,Pm-3m,3,0.0,-1.49713438746963,1.3510607245000001
FeAgO3,350519,Pm-3m,3,0.0,-0.664162470710102,0.304725617226022
CdPtO3,350639,Pm-3m,3,0.0,0.583933280472747,1.6088981989999998
TbCuO3,350484,Pm-3m,3,0.0,-1.94910603879799,0.25805643249999766
LiScO3,350705,Pm-3m,3,0.0,-1.73480141052725,0.86782728784998
ReBO3,350783,Pm-3m,3,0.0,-0.225417466527252,1.854650314874998
MnSiO3,350818,Pm-3m,3,2.301,-2.35019974496963,0.3640560962499948
PaAgO3,350460,Pm-3m,3,1.014,-2.21267814702725,0.1137066360000003
TmTlO3,350570,Pm-3m,3,0.0,-1.86072026852725,0.5738288537500016
KTcO3,350439,Pm-3m,3,0.0,1.15492056247275,3.0173401909251742
HgTeO3,350894,Pm-3m,3,0.0,0.248195920812827,1.246361340376686
SbAuO3,350874,Pm-3m,3,0.0,-0.149748830527253,0.9932645539999971
BaPdO3,350812,Pm-3m,3,0.0,-1.50943029152725,0.17435502599999997
LiAlO3,350912,Pm-3m,3,0.0,-1.91836343352725,0.4520308794500041
ZnSiO3,350749,Pm-3m,3,0.0,-1.95041531852725,0.572288753833337
SrPuO3,350124,Pm-3m,3,2.128,-3.17348606051591,0.15609262999999984
GdAuO3,350531,Pm-3m,3,0.0,-1.07327332702725,1.0407182095000027
RbRuO3,350434,Pm-3m,3,0.0,1.35262868847275,2.807026426750002
ReMoO3,350584,Pm-3m,3,0.0,-0.596817856527252,1.2086077172499996
PrAlO3,350604,Pm-3m,3,0.0,-1.29218815502725,2.207388806
SbOsO3,350648,Pm-3m,3,0.0,-0.628355508527254,0.7237630643750003
TcIrO3,350632,Pm-3m,3,0.0,-0.0597033845272534,1.2814020395000012
LiThO3,350712,Pm-3m,3,0.0,-2.77511271677575,0.4153396315000024
EuErO3,350542,Pm-3m,3,0.0,-2.07028479152725,1.3104635955000017
CePtO3,350657,Pm-3m,3,0.0,-1.75809754702725,0.4197648654062527
NbSnO3,350679,Pm-3m,3,0.0,-0.941321194897493,1.374585533814877
Cd2O3,350802,Pm-3m,2,0.0,-0.300796731527253,0.6909956574909151
CePuO3,350100,Pm-3m,3,0.0,-2.85623933401591,0.7203988586250047
NdSmO3,350490,Pm-3m,3,0.993,-2.62231811602725,1.0384111053750003
BaMnO3,350513,Pm-3m,3,0.0,-2.26440024396963,0.12128911999999659
KBeO3,350790,Pm-3m,3,0.0,-0.918261092527252,0.9172623960000038
AcYbO3,350318,Pm-3m,3,0.0,-2.82853831502725,0.42651006550000226
ZrTeO3,350622,Pm-3m,3,0.0,-0.830236892193919,1.7423270993333368
Tm2O3,350671,Pm-3m,2,1.456,-2.97630826152725,0.9555365425
ScSnO3,350669,Pm-3m,3,0.0,-1.81679941589749,0.9813160380000021
DyMoO3,350628,Pm-3m,3,0.0,-1.19087060086059,1.7361383370999968
CeTeO3,350698,Pm-3m,3,0.0,-1.66442110769392,0.7705077970972956
AlPdO3,350813,Pm-3m,3,0.0,-0.437834931527252,1.5168824379999994
DySnO3,350221,Pm-3m,3,0.0,-1.95988561223083,0.8932237612511913
DyNpO3,350524,Pm-3m,3,1.742,-3.13614742650909,0.5292764313749951
ZrRhO3,350596,Pm-3m,3,0.0,-1.59871002352725,0.8932141415000037
ZrAsO3,350635,Pm-3m,3,0.0,-1.82501932452725,0.8367951238464204
GdZnO3,350532,Pm-3m,3,0.0,-2.19851730502725,0.4027113700000027
AlWO3,350792,Pm-3m,3,0.0,-1.67030927952725,0.9606368258629525
BaThO3,350534,Pm-3m,3,3.273,-3.51904422677575,0.11221077050000039
PmGeO3,350387,Pm-3m,3,0.0,-1.43748733702725,1.3649156102500046
ScBiO3,350494,Pm-3m,3,1.049,-2.29409979152725,0.3466088327499999
TbNbO3,350593,Pm-3m,3,0.0,-1.35179180046059,1.7209020295100699
DyGaO3,350180,Pm-3m,3,0.0,-1.62344956186059,1.3959105447499942
AsOsO3,350627,Pm-3m,3,0.0,-0.413545128527252,0.832134676000001
ZnReO3,350636,Pm-3m,3,0.0,-1.19362628652725,0.4910849785000011
TaPtO3,350724,Pm-3m,3,0.0,-1.53543523752725,0.7834787595000066
NaVO3,350683,Pm-3m,3,0.387,-2.2208402907545,0.2541375519430802
CaBeO3,350831,Pm-3m,3,0.0,-2.05003254752725,0.5043673090000058
LaSmO3,350424,Pm-3m,3,0.557,-2.56594234302725,1.1408420934999999
ErMnO3,350585,Pm-3m,3,0.0,-1.92827946596963,1.0805530183333294
CaNiO3,350577,Pm-3m,3,0.0,-1.63753068681479,0.22699045700000187
TbLuO3,350634,Pm-3m,3,2.003,-3.04386140746059,0.7170895406249951
GaOsO3,350613,Pm-3m,3,0.0,-0.969538070527253,0.6041688665000015
PmTiO3,350626,Pm-3m,3,0.0,-3.2751859087845,0.13923154450001007
BaCdO3,350891,Pm-3m,3,0.0,-1.47787185752725,0.2931995113333363
CuSbO3,350824,Pm-3m,3,0.0,-1.01259472086465,0.3477393550000025
YbAsO3,350981,Pm-3m,3,0.0,-2.17962689652725,0.2850167581435592
AcEuO3,350552,Pm-3m,3,0.0,-2.64309525302725,0.5792132670000014
NaSmO3,350615,Pm-3m,3,0.0,-1.91208578719758,0.5425415902500028
EuRhO3,350650,Pm-3m,3,0.0,-1.93919191152725,0.19341437800000194
AcSbO3,350489,Pm-3m,3,0.0,-1.30490384402725,1.311561649966669
HfThO3,350587,Pm-3m,3,0.0,-1.98583566777575,1.715678618800001
TiSiO3,350868,Pm-3m,3,1.725,-1.96423435728451,1.0042215243599937
LaBeO3,350843,Pm-3m,3,0.0,-2.75779908352725,0.35560383700000386
TmUO3,350106,Pm-3m,3,0.0,-2.50511298203207,1.1794938772487948
InPdO3,350117,Pm-3m,3,0.0,-0.586827353527253,0.6576245002145706
BiAsO3,350641,Pm-3m,3,0.0,-0.329966473527253,1.1829266288481182
TmZnO3,350450,Pm-3m,3,0.0,-2.10164595952725,0.5521004740000031
ReRhO3,350704,Pm-3m,3,0.0,-0.703202010527252,0.8205747110000009
TiPbO3,350668,Pm-3m,3,1.477,-2.49239919828451,0.02528384699999542
YbBiO3,350691,Pm-3m,3,0.0,-1.42116157452725,0.8350684400000001
MoAsO3,350869,Pm-3m,3,0.0,-0.399419772527252,1.3756249128464164
AlAsO3,351015,Pm-3m,3,0.0,-0.946313270527253,1.413136138999997
AcPdO3,350616,Pm-3m,3,0.0,-0.923146581027252,1.2482365099999977
InPdO3,350572,Pm-3m,3,0.0,-0.175184773527253,1.0692670802145705
HoPtO3,350573,Pm-3m,3,0.0,-0.914334298193918,1.461695049156247
DyBO3,350703,Pm-3m,3,0.0,-0.467258070860587,2.926184399000003
UTeO3,350591,Pm-3m,3,0.0,-1.45820814869874,1.2232720234166639
TaPtO3,350777,Pm-3m,3,0.0,0.0370546684727472,2.355968665500004
CaAgO3,350832,Pm-3m,3,0.0,-1.11785103902725,0.3759944400000046
NdRuO3,350651,Pm-3m,3,0.0,-0.706553930527252,1.707317880300001
TmBO3,350685,Pm-3m,3,0.0,-0.539203995527252,2.8762196253333383
YbMnO3,350808,Pm-3m,3,0.0,-2.50471636796963,0.10606371799999703
CaYbO3,350968,Pm-3m,3,0.0,-2.04729856152725,0.7580445890000034
VMoO3,350453,Pm-3m,3,0.0,-1.24903688458417,1.035965386750006
RbTcO3,350549,Pm-3m,3,0.0,-1.72447396052725,0.13861183700000335
GdGeO3,350674,Pm-3m,3,0.0,-2.25920763602725,0.5874772992500028
LuGaO3,350726,Pm-3m,3,0.0,-1.73817784952725,1.2937039585000016
MnGaO3,350296,Pm-3m,3,0.0,-1.20807767496963,0.8557060861874974
NbAgO3,350765,Pm-3m,3,0.0,-0.0256824650272534,2.0329777011428565
MoPtO3,350776,Pm-3m,3,0.0,-0.859294505527254,0.8725296257499983
MnRhO3,350809,Pm-3m,3,0.0,-0.637431505969626,0.8517408622500009
CsSrO3,350772,Pm-3m,3,0.0,-0.834870451527253,0.9931386219999995
CdGaO3,351022,Pm-3m,3,0.0,-1.17738557252725,0.38894188057879386
CaPuO3,350000,Pm-3m,3,2.071,-3.00730215051591,0.3361556059999997
ThMoO3,350638,Pm-3m,3,0.0,-2.30903858877575,0.879619404500001
NdCrO3,350720,Pm-3m,3,1.632,-2.9769252083791,0.14479566900000007
HfCdO3,350697,Pm-3m,3,0.0,-0.736758486527253,2.067313791333333
TaNbO3,350784,Pm-3m,3,0.0,-1.25532745952725,1.3789928135081517
HgWO3,350819,Pm-3m,3,0.0,0.911642605479493,2.868259609006749
FeSbO3,350762,Pm-3m,3,0.0,-0.990123832210101,0.667912104823483
MnHgO3,350867,Pm-3m,3,0.0,-0.20349441896288,1.0477619059309662
CsYbO3,350906,Pm-3m,3,0.0,-0.663545101527253,1.3821554139999992
AcHoO3,350538,Pm-3m,3,0.0,-2.13055843369392,1.6000974525
ErGaO3,350624,Pm-3m,3,0.0,-1.66581849252725,1.356124082
AcBeO3,350757,Pm-3m,3,0.0,-0.833820833027253,2.142545186412124
TlNiO3,350646,Pm-3m,3,0.0,-0.581382949814789,0.4040673072500004
CuMoO3,350656,Pm-3m,3,0.0,-0.295707893864653,1.4828888839562993
PrSnO3,350767,Pm-3m,3,0.0,-2.18684903239749,0.5730722088136901
AcBO3,350820,Pm-3m,3,0.0,-0.416338937027253,2.904626916999999
GeIrO3,350816,Pm-3m,3,0.0,-0.259798014527252,1.1943911965000014
IrOsO3,350797,Pm-3m,3,0.0,0.183694526472748,1.2215574620000007
CdPtO3,350887,Pm-3m,3,0.0,-0.453436009527253,0.571528909
DyUO3,350298,Pm-3m,3,0.0,-2.5737161053654,1.0699848783738002
LuHfO3,350693,Pm-3m,3,0.0,-2.22438368752725,1.4902046079000018
AcTlO3,350652,Pm-3m,3,0.0,-1.67565667602725,0.6166189078867486
YPdO3,350811,Pm-3m,3,0.0,-1.71411932852725,0.5679731560115933
NbAgO3,350755,Pm-3m,3,1.437,-1.99225485902725,0.06640530714285986
BaTbO3,350842,Pm-3m,3,0.0,-2.79829381446059,0.16462427449999728
RbVO3,350653,Pm-3m,3,0.265,-2.00895414458418,0.35955984500000016
GdHfO3,350866,Pm-3m,3,0.0,-3.18126738802725,0.46580028892691594
SmSiO3,350898,Pm-3m,3,0.0,-2.67542466402725,0.6559795403750024
AlPdO3,351110,Pm-3m,3,0.0,-1.34127717352725,0.6134401960000015
ZrPtO3,350642,Pm-3m,3,0.0,-1.42270514952725,0.9938765190000043
LiHfO3,350960,Pm-3m,3,0.0,-2.63023409252725,0.3610244656666701
TlPbO3,350880,Pm-3m,3,0.0,-0.644920986527252,0.44159431299999996
GeOsO3,350798,Pm-3m,3,0.0,-0.134685058527252,1.3480791795000013
NaAuO3,351029,Pm-3m,3,0.0,-0.317025955697582,0.5162679142236184
LiAsO3,351096,Pm-3m,3,0.0,-0.236304604527253,1.587831388999997
NbAuO3,350655,Pm-3m,3,0.0,0.0905927104727468,2.128966762392857
ZrSnO3,350659,Pm-3m,3,1.912,-2.53400674489749,0.26065189200000516
YRhO3,350700,Pm-3m,3,0.0,-1.84807356252725,0.5473594694999999
CsPrO3,350643,Pm-3m,3,0.0,-1.97340092902725,0.39223561212500124
YbNdO3,350796,Pm-3m,3,0.0,-2.49168234852725,0.7851919200000022
SrGdO3,350770,Pm-3m,3,0.0,-2.80675646702725,0.33996432850000113
LiPtO3,350992,Pm-3m,3,0.0,-0.653568823527253,0.5017825767999979
TbCrO3,350235,Pm-3m,3,0.0,-1.56903398631244,1.495087702
TiTlO3,350495,Pm-3m,3,0.0,-0.411187451284506,1.9105848671000005
NiTeO3,350581,Pm-3m,3,0.0,-0.257348767481455,1.060282654626098
NdCdO3,350781,Pm-3m,3,0.0,-1.49529572252725,0.8741045893333337
PdRhO3,350903,Pm-3m,3,0.0,-0.137468271527253,0.7465623609999978
GePtO3,350864,Pm-3m,3,0.0,-0.466197918527253,0.904930321499999
PuHfO3,350502,Pm-3m,3,0.0,-3.30163302751591,0.2754431045000003
SiPbO3,350151,Pm-3m,3,0.0,-0.366576524527252,2.059456991333334
RuWO3,350835,Pm-3m,3,0.0,0.0588435304727469,2.015460534000003
TeAuO3,351120,Pm-3m,3,0.0,0.136137877806081,1.0313804987500022
AlBiO3,350716,Pm-3m,3,0.0,-0.739349642527252,1.648935857124998
HoReO3,350817,Pm-3m,3,0.0,-0.715997989193919,2.02234437935
PmSiO3,350851,Pm-3m,3,0.0,-1.17648109302725,2.143226345750005
HoGeO3,350870,Pm-3m,3,0.0,-2.19279576319392,0.6838167604999974
CsTcO3,350713,Pm-3m,3,0.0,-1.53455323252725,0.31100711475000287
BaTaO3,350886,Pm-3m,3,0.0,-3.10844817752725,0.04155040239999819
AlReO3,351059,Pm-3m,3,0.0,-1.14349236452725,1.2576494668750002
CsSmO3,350644,Pm-3m,3,0.0,-2.03083654702725,0.3972809266250015
ReGeO3,350719,Pm-3m,3,0.0,-1.09504212552725,0.5516997827500016
CeNdO3,350752,Pm-3m,3,0.73,-2.51676383202725,1.0536397768750003
HoCuO3,350727,Pm-3m,3,0.0,-2.04907533853132,0.3070067144999995
KTmO3,350807,Pm-3m,3,0.0,-2.19420559252725,0.3581829137500012
NdAuO3,350895,Pm-3m,3,0.0,-1.46160891652725,0.6182331820000029
TmCdO3,350928,Pm-3m,3,0.0,-1.51104192352725,0.9787011963333361
FeWO3,350751,Pm-3m,3,0.0,-0.349681791210101,1.6511353111627234
GaSbO3,351132,Pm-3m,3,0.0,-1.23655059552725,0.6043306600000014
TmOsO3,350737,Pm-3m,3,0.0,-1.61135844552725,0.8842432506990903
VAgO3,350742,Pm-3m,3,0.0,-0.222215288084175,1.506244337
TmWO3,350888,Pm-3m,3,0.0,-2.11900296952725,0.8658073859863258
TmPtO3,350897,Pm-3m,3,0.0,-0.991561311527252,1.4095249835624997
DyZnO3,350837,Pm-3m,3,0.0,-1.46991270686059,1.153022662999995
HfPtO3,350857,Pm-3m,3,0.0,-1.61101754052725,0.9339507530000026
DyPbO3,349978,Pm-3m,3,0.0,-2.07443690686059,0.47335416978124645
ZrAgO3,350738,Pm-3m,3,0.0,-1.95271499902725,0.3530040130000045
InPbO3,350748,Pm-3m,3,0.0,-1.13839045952725,0.40152290262500046
NaErO3,350883,Pm-3m,3,0.0,-2.06457466569758,0.4852490367984994
AcHgO3,350856,Pm-3m,3,0.0,-1.29182536202051,0.7000201753333299
LiRhO3,350922,Pm-3m,3,0.0,-0.916323591527253,0.3896844035
PmBeO3,351055,Pm-3m,3,0.0,-2.72392792002725,0.3008744755371269
CaTeO3,351008,Pm-3m,3,0.0,-1.80758368819392,0.4429663612999988
AlRuO3,351113,Pm-3m,3,0.0,-1.33744844152725,0.865794662750003
HoAuO3,350788,Pm-3m,3,0.0,-1.16640016419392,0.9395478454566792
TbGeO3,350815,Pm-3m,3,0.0,-1.46026311146059,1.2678319992499971
AcCrO3,350893,Pm-3m,3,1.666,-3.1189482008791,0.018946999000009956
TcHgO3,350979,Pm-3m,3,0.0,0.556375708479494,1.8504721850050603
YbRuO3,350852,Pm-3m,3,0.0,-0.391586813527253,1.854522889999997
NbAlO3,351118,Pm-3m,3,0.0,-2.13474788152725,0.7469342660774143
HfNpO3,350258,Pm-3m,3,0.0,-3.25112346817575,0.22305497540000152
TmNbO3,350913,Pm-3m,3,0.0,-1.69432520552725,1.5526345640214854
YbNdO3,350779,Pm-3m,3,0.0,-2.55033396052725,0.7265403080000024
DyBeO3,351019,Pm-3m,3,0.0,-1.09397241286059,2.0555473799999957
BRuO3,351074,Pm-3m,3,0.0,-0.446053273527252,1.4361157807500011
ThGaO3,350846,Pm-3m,3,0.0,-2.29475914777575,0.9620948880000015
ErAlO3,351117,Pm-3m,3,3.197,-3.43478340952725,0.18474402350000307
ScHgO3,350640,Pm-3m,3,0.0,-0.724845241520507,1.362976178578789
NdLuO3,350633,Pm-3m,3,2.148,-3.31453982552725,0.47649121175
GdPaO3,350647,Pm-3m,3,0.0,-2.26739616702725,1.0681174295000013
AcAuO3,350750,Pm-3m,3,0.0,-1.73772543302725,0.2678189105000002
UCuO3,350178,Pm-3m,3,0.0,-1.95872053236947,0.6930302830000004
UMnO3,350847,Pm-3m,3,0.0,-2.64044783847445,0.46642947749999486
