name,entry_id,spacegroup,ntypes,band_gap,delta_e
Sr2Mn3As2O2,6154,I4/mmm,4,0.0,-1.51202118204368
Dy2CN2O2,26324,P-3m1,4,4.213,-2.37301852046827
As2PbO6,14604,P-31m,3,2.314,-1.5499073872525
Sr2Fe2S2OF2,23572,I4/mmm,5,1.223,-2.4181660232218
Sr2Fe2Se2OF2,23574,I4/mmm,5,1.221,-2.31309797788549
Na4CO4,23100,C2,3,2.674,-1.59203381826907
MnAs2O6,14509,P-31m,3,1.918,-1.69707917305382
Rb4CO4,23113,I-42m,3,2.349,-1.43779558789056
Na5NiSO2,25727,P4/mmm,4,0.236,-1.14828040849631
K4CO4,23105,I-42m,3,3.407,-1.50218815566834
BaDy2NiO5,12997,Immm,4,2.295,-3.02694683546275
BaSb2O6,13346,P-31m,3,3.248,-2.19207472836361
CrP3O9,7081,Cc,3,3.704,-2.4282599760806
SrGeTeO6,15708,C2,4,3.265,-2.08768230040065
NaNbO3,7140,Pmc21,3,2.613,-2.66075369469758
MnH4Cl2O2,3156,C2/m,4,4.201,-1.36160129154937
LaSiBO5,7160,P31,4,4.68,-3.25347006096589
MnH4Br2O2,4078,C2/m,4,3.695,-1.24915889639308
Li4CO4,23090,I-42m,3,6.664,-1.87649106122389
Sr2Ti2Sb2OF2,21224,I4/mmm,5,0.0,-2.3825538113015
BaY2NiO5,12538,Immm,4,2.396,-2.99881624398127
Nd2Fe2Se2O3,21571,I4/mmm,4,1.355,-2.20350302049608
TiO2,7500,P3121,2,3.455,-3.14918320295904
Sr2Ti2As2OF2,21223,I4/mmm,5,0.0,-2.5230284013015
Sb2PbO6,14655,C2/m,3,2.052,-1.71722184947473
Pr2Fe2S2O3,22291,I4/mmm,4,1.146,-2.29757183972127
BaNd2NiO5,11684,Immm,4,2.191,-2.90436084398127
Ce2Fe2S2O3,22290,I4/mmm,4,1.231,-2.28156076638794
RbGeIO6,13232,C2,4,2.815,-1.34963477585565
Li4CO4,23096,C2,3,6.692,-1.870808312335
Pr2Mn2Se2O3,22416,I4/mmm,4,1.609,-2.37069273856222
Na4IrO4,12381,I4/m,3,0.484,-1.50291164076907
Rb4CO4,23114,R3,3,2.717,-1.36848631566834
K2OsCl4O2,3106,I4/mmm,4,1.852,-1.53553360047044
Rb4CO4,23115,I222,3,2.353,-1.44178272789056
Sr2Cu2NiS2O2,15657,I4/mmm,5,0.61,-1.53001062773288
Cs4CO4,23123,I-42m,3,2.398,-1.42222788455722
V2ZnO6,5202,C2,3,2.168,-2.14615329953797
SrAs2O6,26854,P-31m,3,3.699,-2.04775715058584
Cs2UCl4O2,7100,Cm,4,3.334,-2.48050348963979
Ba2Mn3As2O2,6155,I4/mmm,4,0.0,-1.4825569042659
Ba2Mn3Sb2O2,6157,I4/mmm,4,0.0,-1.37187465093257
BaGd2NiO5,11635,Immm,4,2.348,-3.00089745009238
Sr2Mn3Sb2O2,6156,I4/mmm,4,0.0,-1.38846634982146
YSiNO2,8309,Cmcm,4,4.304,-2.8074722794202
MgV2O6,2735,C2/m,3,2.546,-2.48013193055649
BaSm2NiO5,11634,Immm,4,2.155,-2.95204093231461
ZrTi2O,2502,Cmmm,3,0.0,-1.19715137961282
KNiIO6,11303,P312,4,1.806,-0.935562409904281
CdSb2O6,12711,P-31m,3,1.758,-1.66422120169695
CuH4O2F2,2511,C2/m,4,0.0,-1.36573850227149
Na4CO4,23102,R3,3,2.875,-1.4742175016024
V2CuO6,5467,P-1,3,0.986,-1.97008065972542
MnV2O6,7369,C2/m,3,1.197,-2.31657202867262
Li4CO4,23092,Cm,3,6.877,-1.870726452335
Ba2MnZn2As2O2,15275,I4/mmm,5,0.0,-1.4680663559966
NdTe2ClO5,15685,P4/mmm,4,0.324,-1.88783668629773
BaTm2NiO5,11638,Immm,4,2.296,-3.05924970175905
V2CdO6,3266,C2/m,3,2.267,-2.12186101731575
Ti4O5,13999,I4/m,2,0.0,-2.94289805828209
La2Fe2Se2O3,12355,I4/mmm,4,1.236,-2.29413005827386
Pu2SO2,6053,C2/m,3,1.543,-3.3425388051315
MnO2,19294,C2/m,2,0.629,-1.73175073021202
La2Mn2Se2O3,22414,I4/mmm,4,1.931,-2.47139953022889
BaYb2NiO5,12382,Immm,4,0.0,-2.49285513064794
BaHo2NiO5,11636,Immm,4,2.325,-3.03646761583312
BaTiO3,9932,C2221,3,1.732,-3.27774440895117
Nd3TaO7,10002,Cmcm,3,3.434,-3.55569756101375
Na4CO4,23101,Cm,3,3.961,-1.61197833049129
Ca2RuO4,10189,P1,3,0.0,-2.34974425693072
Ba2VP2O9,10247,P-1,4,2.698,-2.91912833186523
K2ZrSi3O9,10257,P21/m,4,5.598,-3.03248424219392
Ce2Mn2Se2O3,22415,I4/mmm,4,1.83,-2.35934778300667
Ba2Fe2Se2OF2,23571,I4/mmm,5,1.265,-2.29079901455216
Na4CO4,23099,I-42m,3,4.071,-1.6268391616024
BaEr2NiO5,11637,Immm,4,2.479,-3.04552333064794
BaPr2NiO5,13497,Immm,4,2.124,-2.87418694898127
Li4ZnP2O8,11191,P21/c,4,5.315,-2.51061215449666
BaLuCo4O7,11213,P63mc,4,0.0,-2.02188903376108
BaHoCo4O7,11214,P63mc,4,0.0,-2.00306905324826
SnO,11335,Cmc21,2,0.215,-1.53707803886498
Rb4CO4,23117,Amm2,3,0.0,-0.897715959001669
SiO2,11433,Cmc21,2,6.081,-3.01437830669695
Tm2O3,11465,Ia-3,2,4.302,-3.92301363227725
BaCu3O4,12053,Cmmm,3,0.0,-0.919181213572002
Pb3SO6,11498,P-1,3,2.81,-1.54541986792859
CsPH2O4,11499,P21,4,6.085,-2.03869577148041
TiCdO3,11581,Pnma,3,2.2,-2.42966603178451
K4CO4,23109,R3,3,3.458,-1.41146809122389
UB2O6,23463,C2,3,4.065,-2.92217878308851
CsLiSO4,11778,Pnma,4,5.887,-2.17070737393263
K4CO4,23104,R3m,3,3.167,-1.41677774455722
LaVO3,11824,P-1,3,1.117,-3.23203637508418
Cu8O,11717,Amm2,2,0.0,-0.18239418215275
USb2O6,25806,C2/m,3,2.339,-2.31577625308851
LiCdPO4,11897,Pna21,4,3.735,-2.31158913642499
KBe2BO3F2,3339,C2,5,6.879,-3.06350214343316
